man,woman,guy,fella,gentleman,dude,boy,lady,bloke,girl,person
want,need,wanna,prefer,do,intend,wish,know,desire,will,dont
come,coming,bring,go,fruition,arrive,fore,happen,have,expect,get
where,wherever,when,somewhere,wherefrom,what,which,if,that,someplace,whereby
book,paperback,tome,author,memoir,hardback,hardcover,autobiography,blurb,foreword,bestseller
type,subtype,sort,kind,particular,style,specific,typing,typical,combination,whatever
info,information,tidbit,insight,webpage,pix,stuff,overview,advice,documentation,clarification
power,powerful,authority,wield,electricity,clout,powerless,strength,energy,control,dominion
sale,selling,purchase,resale,sell,auction,consignment,seller,buy,buyer,resell
play,game,role,playable,player,outplay,playtime,overplay,fiddle,frolic,interact
think,believe,know,suppose,consider,say,do,really,thought,imagine,like
public,private,pubic,publicly,governmental,municipal,privately,government,open,media,civic
live,living,reside,inhabit,prosper,dwell,life,thrive,cohabit,squalor,breathe
print,printing,printer,printable,reprint,printout,inkjet,newsprint,typeset,silkscreen,halftone
through,thru,via,into,from,out,onto,across,over,trough,toward
each,every,individually,individual,per,respective,separately,one,apiece,different,singly
download,downloadable,upload,install,torrent,emusic,unzip,dl,browse,file,freebie
she,her,herself,he,woman,lady,girl,actress,it,songstress,that
computer,laptop,workstation,software,desktop,microcomputer,mainframe,keyboard,supercomputer,internet,printer
project,construction,undertaking,completion,initiative,development,renovation,design,endeavor,funding,prototype
center,centre,middle,front,central,periphery,epicenter,centerpiece,near,edge,triangle
very,extremely,incredibly,extraordinarily,fairly,exceptionally,exceedingly,pretty,quite,unusually,unbelievably
network,connectivity,topology,ethernet,infrastructure,neural,broadcast,cable,router,wireless,connection
own,personal,their,my,theirs,your,our,private,separate,unique,her
article,paragraph,headline,excerpt,essay,post,subhead,editorial,subheading,piece,blog
privacy,confidentiality,seclusion,security,anonymity,intrusion,intimacy,secrecy,modesty,surveillance,invasion
start,begin,beginning,commence,finish,stop,continue,end,before,go,initiate
end,ending,beginning,middle,midpoint,midway,start,climax,denouement,conclusion,until
university,college,campus,polytechnic,academic,univ,student,undergraduate,faculty,institution,undergrad
image,picture,photo,thumbnail,imagery,likeness,photograph,watermark,caption,pic,silhouette
learn,teach,learning,unlearn,discover,lesson,understand,internalize,memorize,adapt,assimilate
phone,telephone,cellphone,handset,voicemail,earpiece,payphone,cell,mobile,email,telephony
case,instance,prosecution,if,situation,fact,incase,prosecutor,scenario,argument,circumstance
sex,sexual,intercourse,sexuality,coitus,porn,copulation,sexually,masturbation,foreplay,erotic
doe,deer,fawn,elk,buck,ewe,shote,coon,yearling,antelope,hind
sign,signing,signboard,signage,signpost,placard,waiver,contract,petition,countersign,agreement
house,home,mansion,townhouse,hous,bungalow,apartment,attic,cottage,garage,farmhouse
return,rejoin,reenter,depart,back,leave,recapture,reclaim,repay,refund,revisit
many,several,numerous,countless,few,innumerable,myriad,various,some,these,other
research,researcher,study,scientific,scholarly,fieldwork,experimentation,dissertation,analysis,doctoral,biomedical
place,spot,someplace,location,stay,put,where,secure,ambiance,hideaway,somewhere
market,marketplace,industry,commodity,flea,sector,niche,selling,bazaar,buyer,price
address,solve,confront,alleviate,resolve,respond,rectify,issue,email,tackle,identify
open,opening,reopen,shut,closing,close,floodgate,door,ajar,openness,widen
full,complete,chock,partial,fulsome,fuller,ample,entire,fully,glorious,plenty
long,short,lengthy,longish,length,last,arduous,thick,wide,shorten,interminable
travel,trip,traveler,traveller,sightsee,transport,transportation,airfare,overland,vacation,wanderlust
general,particular,specific,generally,overall,regard,mainly,miscellaneous,basic,specifically,certain
under,beneath,underneath,tutelage,aegis,guise,supervision,umbrella,over,hood,rubric
check,verify,inspect,out,confirm,checker,examine,inquire,see,periodically,visit
subject,topic,broach,applicable,germane,discussion,relevant,pertinent,touchy,scrutiny,upon
low,high,lower,moderate,exorbitant,rising,minimal,steep,mid,lofty,steady
life,living,lifestyle,happiness,expectancy,lifetime,death,journey,zest,career,adulthood
community,neighborhood,outreach,congregation,communal,volunteerism,society,civic,ecosystem,family,forum
management,manager,managerial,mismanagement,governance,stewardship,administration,personnel,organizational,supervisory,ownership
card,debit,stamp,tarot,bankcard,deck,wallet,greeting,sentiment,postcard,sketch
development,growth,advancement,developmental,redevelopment,maturation,implementation,expansion,developer,commercialization,production
family,clan,fam,familial,household,matriarch,father,patriarch,home,ancestral,mother
code,debug,coder,compiler,programmer,syntax,snippet,codification,coupon,software,breakpoint
real,genuine,actual,fake,imaginary,authentic,tangible,realistic,true,phony,phoney
say,saying,think,know,tell,do,believe,presume,disagree,mean,hear
office,desk,cubicle,secretary,receptionist,appointment,mailroom,workplace,headquarter,boardroom,secretarial
technology,tech,technological,innovation,technologically,nanotechnology,gadgetry,science,biotechnology,advancement,microelectronics
item,product,merchandise,trinket,artifact,piece,ingredient,inventory,component,gadget,seller
special,unique,extraordinary,especial,specific,exclusive,extra,exceptional,peculiar,magical,particular
international,national,global,domestic,transnational,multinational,foreign,regional,intercontinental,worldwide,internationally
must,cannot,will,can,may,ought,shall,need,gotta,cant,have
form,shape,submit,formless,precursor,formation,type,manifestation,structure,complete,enclose
account,login,username,debit,accounting,eyewitness,credit,profile,password,deposit,log
guide,guidebook,handbook,guidance,guideline,guidepost,booklet,advice,advise,orientate,checklist
process,procedure,expedite,iterative,phase,step,painstaking,streamline,flowchart,method,methodology
study,research,survey,analysis,researcher,investigation,dissertation,examine,multicenter,examination,institute
website,webpage,homepage,site,blog,page,webmaster,web,brochure,link,online
point,belabor,juncture,vantage,argument,tangent,moot,viewpoint,view,conclusion,outset
note,caveat,postscript,addendum,footnote,promissory,disclaimer,notice,missive,letter,preface
even,hardly,barely,actually,never,but,ever,anything,only,not,though
test,testing,tester,retest,mettle,litmus,pretest,flunk,testable,exam,experiment
index,indexer,refractive,glycemic,refraction,bibliography,searchable,bibl,alphabetical,coefficient,concordance
before,prior,until,once,when,since,beforehand,then,till,first,during
link,hyperlink,click,sidebar,webpage,post,linkage,repost,website,homepage,embed
local,regional,national,locally,provincial,municipal,nearby,international,global,homegrown,foreign
right,wrong,correct,left,way,exactly,corner,inalienable,beside,middle,alley
section,subsection,subheading,paragraph,chapter,page,portion,subcategory,subhead,article,subdivision
create,generate,recreate,produce,develop,build,establish,add,make,construct,combine
large,small,sizable,sizeable,huge,largish,big,smallish,gigantic,enormous,massive
old,decrepit,oldish,outdated,ancient,oldy,timeworn,codger,defunct,olden,obsolete
record,recording,track,recorder,album,history,annals,tally,expunge,logbook,playback
country,nation,continent,world,abroad,countryside,region,national,motherland,heartland,homeland
because,but,so,that,although,since,why,if,reason,obviously,hence
level,sophistication,proficiency,high,degree,skill,competence,lower,tier,competency,echelon
national,regional,international,local,nationwide,federal,global,provincial,statewide,domestic,nationally
board,batten,committee,boarding,chairman,chairperson,surfboard,onboard,charter,superintendent,rail
those,these,all,other,many,some,few,are,their,various,myriad
location,locale,proximity,geographic,place,destination,locality,venue,area,geographical,locator
control,controlling,controllable,regulate,manipulate,uncontrollable,uncontrolled,dictate,manage,power,govern
content,material,metadata,multimedia,text,interstitial,web,curation,meta,site,copyright
education,schooling,educational,literacy,curriculum,healthcare,pedagogy,school,educator,vocational,teaching
friend,colleague,buddy,pal,coworker,acquaintance,classmate,schoolmate,cousin,girlfriend,boyfriend
internet,web,online,cyberspace,broadband,usenet,computer,net,wireless,telephone,intranet
cost,prohibitive,price,expense,defray,outlay,incur,exorbitant,expensive,costly,fee
register,registration,enroll,unregistered,login,registry,participate,registrar,attend,activate,enter
problem,solve,solution,issue,dilemma,conundrum,solvable,shortcoming,fix,symptom,trouble
game,player,play,gam,playable,tournament,scoreboard,replay,unplayable,arcade,ballgame
law,legislation,enforcement,statute,jurisprudence,legal,thermodynamics,rule,constitution,constitutional,commandment
within,in,outside,span,inside,beyond,purview,surrounding,between,from,over
value,valuation,intrinsic,price,undervalue,asset,valuable,overvalue,parameter,worth,importance
version,variant,rendition,edition,incarnation,counterpart,iteration,remake,original,classic,prototype
size,width,diameter,thickness,smallish,largeness,smallness,girth,large,length,small
between,betwixt,versus,across,from,over,in,straddle,through,split,middle
story,tale,narrative,backstory,storyline,saga,plotline,telling,retell,fable,folktale
property,estate,freehold,easement,land,acreage,house,leasehold,farmland,asset,condominium
security,safety,protection,encryption,secure,insecurity,assurance,privacy,stability,authentication,cryptography
application,applicant,apply,applicator,formulation,applicability,notification,herbicide,framework,evaluation,process
model,modeling,modeler,prototype,supermodel,paradigm,mannequin,simulation,version,approach,framework
black,white,brown,grey,red,gray,blue,yellow,blackness,ebony,color
big,huge,large,gigantic,humongous,massive,small,giant,enormous,smallish,sizable
release,launch,reissue,announce,debut,upcoming,forthcoming,announcement,press,album,unleash
source,wellspring,fount,inspiration,origin,resource,fountainhead,reference,repository,supplier,information
title,subtitle,tittle,name,subheading,moniker,championship,tagline,subhead,blurb,caption
join,rejoin,participate,invite,enlist,partake,attend,contribute,unite,recruit,enroll
teen,teenager,teenage,preteen,teenaged,adolescent,tween,adult,teenybopper,youth,youngster
county,township,sheriff,shire,borough,municipality,city,town,district,state,parish
course,semester,syllabus,instructor,introductory,seminar,curriculum,prerequisite,lesson,corse,textbook
topic,discussion,subject,debate,forum,thread,conversation,broach,article,germane,post
love,adore,luv,hate,loathe,despise,passion,affection,madly,detest,cherish
much,quite,far,more,overmuch,lot,anything,appreciably,little,too,alot
room,hallway,bedroom,guestroom,hall,upstairs,downstairs,playroom,bathroom,foyer,anteroom
today,yesterday,tomorrow,now,tonight,day,here,nowadays,afternoon,morning,yesteryear
select,choose,deselect,pick,selection,specify,handpick,designate,click,assign,locate
visit,trip,visitor,go,sightsee,pilgrimage,consult,attend,tour,peruse,revisit
week,month,day,fortnight,weekend,year,weekly,midweek,twice,last,hour
class,instructor,subclass,semester,homeroom,teacher,syllabus,grade,lecture,student,classroom
author,writer,novelist,authoress,book,coauthor,publisher,reviewer,illustrator,historian,creator
care,palliative,welfare,health,aftercare,compassion,healthcare,treatment,caregiver,hospice,elderly
personal,private,own,individual,professional,political,interpersonal,intimate,corporate,societal,emotional
south,north,east,west,southeast,northeast,northwest,southwest,northern,southern,southward
small,tiny,large,smallish,largish,big,little,teeny,miniscule,minuscule,sizeable
total,maximum,cumulative,complete,minimum,approximately,absolute,zero,amount,measly,approx
access,accessible,accessibility,obtain,unrestricted,restrict,inaccessible,use,secure,provide,egress
reply,comment,response,rejoinder,respond,answer,curt,rebuttal,post,retort,riposte
profile,bio,biography,aquiline,account,avatar,personality,username,biog,photo,portrait
same,identical,similar,exactly,different,exact,identically,comparable,dissimilar,opposite,roughly
month,week,year,fortnight,monthly,day,bimonthly,last,twice,period,biweekly
water,seawater,potable,rainwater,freshwater,sewage,liquid,wastewater,sewerage,saltwater,deionized
both,equally,simultaneously,and,all,several,mutually,multiple,various,similarly,alike
save,saving,conserve,preserve,scrimp,redeem,economize,destroy,restore,protect,spend
down,up,off,back,out,onto,shut,along,into,on,away
run,running,amuck,operate,go,walk,amok,outrun,scamper,jog,gamut
directory,folder,file,database,listing,repository,resource,subtree,searchable,archive,alphabetically
gift,giver,keepsake,bequest,blessing,recipient,gab,donation,memento,birthday,ornament
standard,conventional,norm,nonstandard,basic,traditional,usual,normal,regular,acceptable,typical
compare,comparison,evaluate,comparable,analyze,assess,examine,correlate,juxtapose,compar,quantify
offer,offering,provide,proffer,give,accept,avail,receive,boast,deliver,extend
department,dept,departmental,directorate,supervisor,interdepartmental,officer,director,personnel,bureau,assistant
while,whilst,whereas,wile,when,awhile,but,meanwhile,whist,although,since
government,governmental,gov,federal,citizenry,judiciary,bureaucracy,parliament,officialdom,military,legislature
text,textual,textually,message,font,wording,readable,interlinear,paragraph,exegesis,caption
pay,reimburse,repay,payment,fee,owe,prepay,afford,unpaid,deduct,incur
current,previous,recent,prospective,ongoing,new,upcoming,future,former,actual,the
him,himself,he,me,them,guy,man,us,her,someone,whoever
without,any,sans,with,even,or,no,whatsoever,doubt,before,for
per,each,capita,annum,every,apiece,cent,minimum,maximum,total,average
history,annals,historical,historic,prehistory,heritage,lore,historian,historiography,histo,herstory
north,south,east,west,northwest,northeast,southeast,southwest,northern,southward,northward
science,scientific,biology,scientist,astronomy,mathematics,astrophysics,math,neuroscience,creationism,biotechnology
archive,archival,archivist,repository,searchable,trove,ephemera,database,usenet,collection,retrievable
complete,full,partial,completion,comprehensive,utter,thorough,incomplete,total,requisite,finish
since,because,although,but,before,inception,though,when,until,recently,last
try,attempt,do,give,to,want,get,convince,decide,strive,suggest
white,black,blue,red,brown,yellow,grey,gray,nonwhite,whiteness,beige
description,descriptive,synopsis,summary,explanation,listing,describe,blurb,overview,descriptor,detail
credit,debit,loan,kudos,debt,acknowledgment,financing,account,payment,repayment,attribution
gallery,exhibition,museum,artwork,photo,thumbnail,art,artist,curator,sculpture,showroom
ask,question,inquire,answer,do,call,tell,beg,enquire,pester,say
box,crate,envelope,unopened,cardboard,packaging,inside,carton,matchbox,container,package
team,squad,league,teammate,crew,staff,teamwork,roster,championship,coach,ballclub
share,collaborate,sharer,contribute,divulge,bring,upload,relate,connect,disseminate,publish
become,be,remain,make,have,develop,increasingly,appear,create,being,grow
during,period,throughout,prior,subsequent,before,in,time,when,last,the
park,parkland,parkway,playground,zoo,campground,picnic,arboretum,esplanade,meadow,campsite
action,inaction,act,motion,affirmative,adventure,activity,counteraction,combat,suspense,decisive
stock,restock,backorder,inventory,overstock,stockholder,sell,stockpot,dividend,liquidation,buyback
college,university,highschool,undergrad,collegiate,school,freshman,dorm,graduate,graduation,student
second,first,another,penultimate,one,final,last,next,single,initial,subsequent
table,tablecloth,tabletop,chair,sideboard,worktable,placemat,tray,banquette,napkin,stool
lead,leading,astray,pave,eventual,spearhead,propel,follow,leader,precede,relinquish
digital,analog,digitally,electronic,analogue,digitize,photographic,cyber,virtual,multimedia,audiovisual
main,primary,major,central,secondary,predominant,principal,key,ancillary,core,second
light,illumination,darkness,dark,airy,bright,illuminate,brightness,daylight,luminous,glow
previous,prior,recent,subsequent,current,past,initial,last,original,successive,usual
food,meal,eat,foodstuff,nutrition,beverage,cuisine,nourishment,restaurant,nonfood,sustenance
quote,quotation,unquote,paraphrase,misquote,quotable,quip,epigraph,aphorism,verbatim,phrase
thread,forum,discussion,post,topic,needle,spool,tapestry,troll,bobbin,highjack
drive,drove,car,batty,walk,driver,rive,ride,run,bonkers,push
party,shindig,caucus,sleepover,housewarming,pinata,fete,faction,birthday,frat,gatecrasher
seller,buyer,purchaser,vendor,salesperson,dealer,realtor,selling,wholesaler,retailer,supplier
non,quasi,semi,ie,existent,anti,pseudo,multi,ultra,super,strictly
quality,quantity,reliability,durability,substandard,craftsmanship,workmanship,dependability,excellent,excellence,timeliness
close,near,closing,open,proximity,reopen,shut,closeness,down,opening,equidistant
insurance,insurer,uninsured,deductible,insurable,policyholder,indemnity,medicare,underwriter,insure,healthcare
still,now,not,though,but,remain,currently,although,technically,actually,quite
press,pressing,button,media,publicity,junket,release,journalist,publicist,push,reporter
money,cash,fortune,invest,spend,dime,misspend,waste,penny,fund,outlay
server,client,workstation,browser,shard,daemon,node,waiter,database,desktop,authentication
word,phrase,connotation,dictionary,meaning,adjective,term,lexicon,vocabulary,sentence,etymology
another,anther,a,one,nother,second,next,this,every,single,new
star,superstar,starlet,starry,firmament,actress,stardom,supernova,celebrity,constellation,actor
why,reason,because,what,how,wherefore,so,heck,rationale,wonder,explanation
industry,sector,biz,automotive,academia,profession,business,market,company,agriculture,marketplace
request,requester,response,ask,permission,invitation,authorization,submit,query,grant,refusal
experience,firsthand,knowledge,expertise,experiential,insight,perspective,sensation,familiarity,lifetime,taste
library,librarian,bookstore,bookmobile,bookshelf,bookshop,bookcase,bibliophile,carrel,bookworm,bibliographic
age,maturity,young,gender,adulthood,puberty,birthdate,infancy,adolescence,dotage,decrepitude
sell,buy,selling,resell,sale,flog,advertise,purchase,peddle,liquidate,distribute
every,each,imaginable,one,whole,another,entire,last,this,everytime,per
person,someone,people,woman,man,somebody,guy,individual,lady,oneself,spouse
private,public,privately,semiprivate,personal,privet,intimate,confidential,pubic,governmental,nongovernmental
act,enact,action,behave,enactment,perform,defiance,react,manner,kindness,commit
keep,maintain,stay,afloat,remain,avoid,retain,mind,bring,hold,prevent
paper,newsprint,newspaper,sheet,pencil,ink,journal,notepaper,pen,parchment,cardboard
fund,funding,endowment,fundraise,underwrite,finance,earmark,bankroll,invest,donate,subsidize
allow,enable,permit,disallow,facilitate,require,let,encourage,restrict,prohibit,dictate
material,materiel,content,substance,immaterial,fabric,fissionable,polyester,fissile,fibrous,stuff
tell,telling,say,retell,ask,inform,explain,story,tale,know,convince
increase,decrease,reduce,lessen,diminish,enhance,boost,improve,heighten,maximize,skyrocket
cover,covering,coverage,expose,blurb,reimburse,gatefold,conceal,enclose,encompass,wrap
